"filename", "language", "Python", "pip requirements", "Markdown", "JSON", "Database", "CSV", "Properties", "Batch", "PowerShell", "XML", "C++", "C", "Visual Basic", "HTML", "JavaScript", "XSL", "TSV", "CSS", "reStructuredText", "toml", "Ini", "Lua", "Shell Script", "comment", "blank", "total"
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\tests\test_inputtransformer2_line.py", "Python", 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 168
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\tests\test_interactiveshell.py", "Python", 925, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 226, 1222
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\tests\test_iplib.py", "Python", 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 42, 247
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\tests\test_logger.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 28
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\tests\test_magic.py", "Python", 1199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 304, 1557
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\tests\test_magic_arguments.py", "Python", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 27, 143
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\tests\test_magic_terminal.py", "Python", 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 39, 217
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\tests\test_oinspect.py", "Python", 405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 156, 590
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\tests\test_page.py", "Python", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 21
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\tests\test_paths.py", "Python", 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 37, 201
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\tests\test_prefilter.py", "Python", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 25, 128
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\tests\test_profile.py", "Python", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 32, 162
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\tests\test_prompts.py", "Python", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 31
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\tests\test_pylabtools.py", "Python", 275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 60, 353
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\tests\test_run.py", "Python", 468, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 135, 627
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\tests\test_shellapp.py", "Python", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 57
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\tests\test_splitinput.py", "Python", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 40
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\tests\test_ultratb.py", "Python", 338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 92, 445
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\ultratb.py", "Python", 1188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 230, 1545
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\core\usage.py", "Python", 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 99, 342
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\display.py", "Python", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 45
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\extensions\__init__.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\extensions\autoreload.py", "Python", 518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 163, 728
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\extensions\storemagic.py", "Python", 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 43, 237
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\extensions\tests\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\extensions\tests\test_autoreload.py", "Python", 541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 114, 713
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\extensions\tests\test_storemagic.py", "Python", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 67
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\external\__init__.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\external\qt_for_kernel.py", "Python", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 21, 125
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\external\qt_loaders.py", "Python", 290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 88, 411
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\external\tests\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\external\tests\test_qt_loaders.py", "Python", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\__init__.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 12
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\backgroundjobs.py", "Python", 342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 116, 492
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\clipboard.py", "Python", 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 102
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\deepreload.py", "Python", 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 55, 311
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\demo.py", "Python", 469, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 149, 673
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\display.py", "Python", 538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 121, 678
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\editorhooks.py", "Python", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 35, 128
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\guisupport.py", "Python", 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 24, 156
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\latextools.py", "Python", 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 38, 258
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\lexers.py", "Python", 348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 93, 541
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\pretty.py", "Python", 755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 157, 955
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\tests\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\tests\test_backgroundjobs.py", "Python", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 15, 86
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\tests\test_clipboard.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 21
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\tests\test_deepreload.py", "Python", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 58
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\tests\test_display.py", "Python", 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 47, 273
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\tests\test_editorhooks.py", "Python", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 33
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\tests\test_imports.py", "Python", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 15
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\tests\test_latextools.py", "Python", 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 34, 193
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\tests\test_lexers.py", "Python", 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22, 185
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\tests\test_pretty.py", "Python", 417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 104, 541
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\lib\tests\test_pygments.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 27
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\paths.py", "Python", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24, 126
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\sphinxext\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\sphinxext\custom_doctests.py", "Python", 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 37, 156
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\sphinxext\ipython_console_highlighting.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 29
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\sphinxext\ipython_directive.py", "Python", 826, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 209, 242, 1277
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\console.py", "Python", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 20
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\debugger.py", "Python", 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 32, 188
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\embed.py", "Python", 310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 77, 427
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\interactiveshell.py", "Python", 796, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 158, 1022
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\ipapp.py", "Python", 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 45, 339
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\magics.py", "Python", 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39, 215
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\prompts.py", "Python", 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24, 129
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\pt_inputhooks\__init__.py", "Python", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27, 140
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\pt_inputhooks\asyncio.py", "Python", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19, 64
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\pt_inputhooks\glut.py", "Python", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 20, 141
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\pt_inputhooks\gtk.py", "Python", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 12, 61
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\pt_inputhooks\gtk3.py", "Python", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\pt_inputhooks\gtk4.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 28
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\pt_inputhooks\osx.py", "Python", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 33, 148
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\pt_inputhooks\pyglet.py", "Python", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 8, 67
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\pt_inputhooks\qt.py", "Python", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 12, 91
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\pt_inputhooks\tk.py", "Python", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 12, 91
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\pt_inputhooks\wx.py", "Python", 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 44, 220
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\ptutils.py", "Python", 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 36, 205
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\shortcuts\__init__.py", "Python", 529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 82, 631
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\shortcuts\auto_match.py", "Python", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 105
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\shortcuts\auto_suggest.py", "Python", 305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 84, 402
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\shortcuts\filters.py", "Python", 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 63, 323
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\tests\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\tests\test_debug_magic.py", "Python", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 20, 83
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\tests\test_embed.py", "Python", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 20, 139
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\tests\test_help.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 31
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\tests\test_interactivshell.py", "Python", 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 53, 256
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\tests\test_pt_inputhooks.py", "Python", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 51
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\terminal\tests\test_shortcuts.py", "Python", 382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 98, 486
"c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\IPython\testing\__init__.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 21
